ScanNumber	ScanTypeName	ScanType	ScanTime
18606	HCD-HMSn	2	54.0229
18607	HCD-HMSn	2	54.0252
18608	HCD-HMSn	2	54.0276
18609	HCD-HMSn	2	54.0297
18610	HCD-HMSn	2	54.0318
18611	HCD-HMSn	2	54.0339
18612	HMS	1	54.0360
18613	HCD-HMSn	2	54.0379
18614	HCD-HMSn	2	54.0402
18615	HCD-HMSn	2	54.0425
18616	HCD-HMSn	2	54.0446
18617	HCD-HMSn	2	54.0467
18618	HCD-HMSn	2	54.0488
18619	HCD-HMSn	2	54.0509
18620	HMS	1	54.0530
18621	HCD-HMSn	2	54.0550
18622	HCD-HMSn	2	54.0573
18623	HCD-HMSn	2	54.0595
18624	HCD-HMSn	2	54.0617
18625	HCD-HMSn	2	54.0638
18626	HMS	1	54.0659
18627	HCD-HMSn	2	54.0678
18628	HCD-HMSn	2	54.0701
18629	HMS	1	54.0724
18630	HCD-HMSn	2	54.0742
18631	HCD-HMSn	2	54.0765
18632	HCD-HMSn	2	54.0787
18633	HCD-HMSn	2	54.0808
18634	HCD-HMSn	2	54.0829
18635	HMS	1	54.0850
18636	HCD-HMSn	2	54.0870
18637	HCD-HMSn	2	54.0893
18638	HCD-HMSn	2	54.0916
18639	HCD-HMSn	2	54.0937
18640	HCD-HMSn	2	54.0958
18641	HMS	1	54.0979
18642	HCD-HMSn	2	54.0998
18643	HCD-HMSn	2	54.1021
18644	HCD-HMSn	2	54.1044
18645	HCD-HMSn	2	54.1065
18646	HMS	1	54.1086
18647	HCD-HMSn	2	54.1106
18648	HCD-HMSn	2	54.1129
18649	HCD-HMSn	2	54.1151
18650	HCD-HMSn	2	54.1172
18651	HCD-HMSn	2	54.1193
18652	HMS	1	54.1214
18653	HCD-HMSn	2	54.1234
18654	HCD-HMSn	2	54.1257
18655	HCD-HMSn	2	54.1280
18656	HCD-HMSn	2	54.1301
18657	HCD-HMSn	2	54.1322
18658	HCD-HMSn	2	54.1344
18659	HMS	1	54.1365
18660	HCD-HMSn	2	54.1384
18661	HCD-HMSn	2	54.1407
18662	HCD-HMSn	2	54.1430
18663	HCD-HMSn	2	54.1451
18664	HCD-HMSn	2	54.1472
18665	HCD-HMSn	2	54.1493
18666	HMS	1	54.1514
18667	HCD-HMSn	2	54.1534
18668	HCD-HMSn	2	54.1556
18669	HCD-HMSn	2	54.1579
18670	HCD-HMSn	2	54.1600
18671	HMS	1	54.1621
18672	HCD-HMSn	2	54.1641
18673	HCD-HMSn	2	54.1664
18674	HCD-HMSn	2	54.1687
18675	HCD-HMSn	2	54.1708
18676	HCD-HMSn	2	54.1729
18677	HCD-HMSn	2	54.1750
18678	HCD-HMSn	2	54.1771
18679	HMS	1	54.1792
18680	HCD-HMSn	2	54.1812
18681	HMS	1	54.1840
18682	HCD-HMSn	2	54.1854
18683	HCD-HMSn	2	54.1877
18684	HCD-HMSn	2	54.1900
18685	HCD-HMSn	2	54.1921
18686	HCD-HMSn	2	54.1942
18687	HCD-HMSn	2	54.1963
18688	HMS	1	54.1984
18689	HCD-HMSn	2	54.2004
18690	HCD-HMSn	2	54.2026
18691	HCD-HMSn	2	54.2049
18692	HMS	1	54.2070
18693	HCD-HMSn	2	54.2090
18694	HCD-HMSn	2	54.2112
18695	HCD-HMSn	2	54.2135
18696	HCD-HMSn	2	54.2156
18697	HMS	1	54.2177
18698	HCD-HMSn	2	54.2197
18699	HCD-HMSn	2	54.2220
18700	HCD-HMSn	2	54.2242
18701	HCD-HMSn	2	54.2263
18702	HCD-HMSn	2	54.2285
18703	HCD-HMSn	2	54.2306
18704	HMS	1	54.2327
18705	HCD-HMSn	2	54.2346
18706	HCD-HMSn	2	54.2369
18707	HMS	1	54.2392
18708	HCD-HMSn	2	54.2410
18709	HCD-HMSn	2	54.2433
18710	HCD-HMSn	2	54.2455
18711	HCD-HMSn	2	54.2476
18712	HMS	1	54.2497
18713	HCD-HMSn	2	54.2517
18714	HCD-HMSn	2	54.2540
18715	HMS	1	54.2563
18716	HCD-HMSn	2	54.2580
18717	HCD-HMSn	2	54.2603
18718	HCD-HMSn	2	54.2626
18719	HCD-HMSn	2	54.2647
18720	HMS	1	54.2668
18721	HCD-HMSn	2	54.2688
18722	HCD-HMSn	2	54.2711
18723	HCD-HMSn	2	54.2733
18724	HCD-HMSn	2	54.2754
18725	HCD-HMSn	2	54.2775
18726	HMS	1	54.2796
18727	HCD-HMSn	2	54.2816
18728	HCD-HMSn	2	54.2839
18729	HCD-HMSn	2	54.2861
18730	HCD-HMSn	2	54.2882
18731	HCD-HMSn	2	54.2903
18732	HCD-HMSn	2	54.2925
18733	HMS	1	54.2946
18734	HCD-HMSn	2	54.2965
18735	HMS	1	54.2994
18736	HCD-HMSn	2	54.3008
18737	HCD-HMSn	2	54.3031
18738	HCD-HMSn	2	54.3053
18739	HMS	1	54.3074
18740	HCD-HMSn	2	54.3094
18741	HCD-HMSn	2	54.3117
18742	HMS	1	54.3140
18743	HCD-HMSn	2	54.3157
18744	HCD-HMSn	2	54.3180
18745	HCD-HMSn	2	54.3203
18746	HCD-HMSn	2	54.3224
18747	HCD-HMSn	2	54.3245
18748	HMS	1	54.3266
18749	HCD-HMSn	2	54.3286
18750	HCD-HMSn	2	54.3308
18751	HCD-HMSn	2	54.3331
18752	HCD-HMSn	2	54.3352
18753	HCD-HMSn	2	54.3373
18754	HCD-HMSn	2	54.3394
18755	HMS	1	54.3415
18756	HCD-HMSn	2	54.3435
18757	HCD-HMSn	2	54.3458
18758	HMS	1	54.3481
18759	HCD-HMSn	2	54.3498
18760	HCD-HMSn	2	54.3521
18761	HCD-HMSn	2	54.3544
18762	HMS	1	54.3565
18763	HCD-HMSn	2	54.3585
18764	HCD-HMSn	2	54.3637
18765	HCD-HMSn	2	54.3659
18766	HCD-HMSn	2	54.3680
18767	HCD-HMSn	2	54.3701
18768	HMS	1	54.3722
18769	HCD-HMSn	2	54.3742
18770	HCD-HMSn	2	54.3765
18771	HCD-HMSn	2	54.3788
18772	HCD-HMSn	2	54.3809
18773	HMS	1	54.3830
18774	HCD-HMSn	2	54.3849
18775	HCD-HMSn	2	54.3872
18776	HCD-HMSn	2	54.3895
18777	HCD-HMSn	2	54.3916
18778	HCD-HMSn	2	54.3937
18779	HMS	1	54.3958
18780	HCD-HMSn	2	54.3978
18781	HCD-HMSn	2	54.4000
18782	HCD-HMSn	2	54.4023
18783	HMS	1	54.4044
18784	HCD-HMSn	2	54.4064
18785	HCD-HMSn	2	54.4086
18786	HCD-HMSn	2	54.4109
18787	HCD-HMSn	2	54.4130
18788	HCD-HMSn	2	54.4151
18789	HMS	1	54.4172
18790	HCD-HMSn	2	54.4192
18791	HCD-HMSn	2	54.4215
18792	HCD-HMSn	2	54.4237
18793	HMS	1	54.4258
18794	HCD-HMSn	2	54.4278
18795	HCD-HMSn	2	54.4301
18796	HCD-HMSn	2	54.4323
18797	HCD-HMSn	2	54.4344
18798	HMS	1	54.4365
18799	HCD-HMSn	2	54.4385
18800	HCD-HMSn	2	54.4408
18801	HCD-HMSn	2	54.4430
18802	HCD-HMSn	2	54.4452
18803	HMS	1	54.4473
18804	HCD-HMSn	2	54.4492
18805	HCD-HMSn	2	54.4515
18806	HCD-HMSn	2	54.4538
18807	HCD-HMSn	2	54.4559
18808	HMS	1	54.4580
18809	HCD-HMSn	2	54.4599
18810	HCD-HMSn	2	54.4622
18811	HCD-HMSn	2	54.4645
18812	HCD-HMSn	2	54.4666
18813	HMS	1	54.4687
18814	HCD-HMSn	2	54.4706
18815	HCD-HMSn	2	54.4729
18816	HCD-HMSn	2	54.4752
18817	HMS	1	54.4773
18818	HCD-HMSn	2	54.4792
18819	HCD-HMSn	2	54.4815
18820	HMS	1	54.4838
18821	HCD-HMSn	2	54.4856
18822	HCD-HMSn	2	54.4879
18823	HCD-HMSn	2	54.4901
18824	HMS	1	54.4922
18825	HCD-HMSn	2	54.4942
18826	HCD-HMSn	2	54.4965
18827	HCD-HMSn	2	54.4987
18828	HCD-HMSn	2	54.5008
18829	HMS	1	54.5029
18830	HMS	1	54.5076
18831	HCD-HMSn	2	54.5087
18832	HCD-HMSn	2	54.5110
18833	HCD-HMSn	2	54.5132
18834	HCD-HMSn	2	54.5154
18835	HMS	1	54.5175
18836	HCD-HMSn	2	54.5194
18837	HCD-HMSn	2	54.5217
18838	HCD-HMSn	2	54.5240
18839	HMS	1	54.5261
18840	HCD-HMSn	2	54.5280
18841	HCD-HMSn	2	54.5303
18842	HCD-HMSn	2	54.5326
18843	HCD-HMSn	2	54.5347
18844	HCD-HMSn	2	54.5368
18845	HMS	1	54.5389
18846	HCD-HMSn	2	54.5409
18847	HCD-HMSn	2	54.5432
18848	HCD-HMSn	2	54.5455
18849	HCD-HMSn	2	54.5476
18850	HCD-HMSn	2	54.5497
18851	HCD-HMSn	2	54.5518
18852	HCD-HMSn	2	54.5539
18853	HCD-HMSn	2	54.5560
18854	HMS	1	54.5581
18855	HCD-HMSn	2	54.5601
18856	HCD-HMSn	2	54.5624
18857	HCD-HMSn	2	54.5646
18858	HCD-HMSn	2	54.5668
18859	HCD-HMSn	2	54.5689
18860	HCD-HMSn	2	54.5710
18861	HCD-HMSn	2	54.5731
18862	HMS	1	54.5752
18863	HCD-HMSn	2	54.5771
18864	HCD-HMSn	2	54.5794
18865	HCD-HMSn	2	54.5817
18866	HCD-HMSn	2	54.5838
18867	HMS	1	54.5859
18868	HCD-HMSn	2	54.5879
18869	HCD-HMSn	2	54.5902
18870	HCD-HMSn	2	54.5924
18871	HMS	1	54.5945
18872	HCD-HMSn	2	54.5965
18873	HCD-HMSn	2	54.5988
18874	HCD-HMSn	2	54.6011
18875	HCD-HMSn	2	54.6032
18876	HCD-HMSn	2	54.6053
18877	HCD-HMSn	2	54.6074
18878	HMS	1	54.6095
18879	HCD-HMSn	2	54.6115
18880	HCD-HMSn	2	54.6137
18881	HCD-HMSn	2	54.6160
18882	HCD-HMSn	2	54.6181
18883	HCD-HMSn	2	54.6202
18884	HCD-HMSn	2	54.6223
18885	HCD-HMSn	2	54.6244
18886	HMS	1	54.6265
18887	HCD-HMSn	2	54.6285
18888	HCD-HMSn	2	54.6308
18889	HMS	1	54.6331
18890	HCD-HMSn	2	54.6349
18891	HCD-HMSn	2	54.6371
18892	HCD-HMSn	2	54.6394
18893	HCD-HMSn	2	54.6415
18894	HCD-HMSn	2	54.6436
18895	HCD-HMSn	2	54.6457
18896	HMS	1	54.6478
18897	HCD-HMSn	2	54.6498
18898	HCD-HMSn	2	54.6521
18899	HMS	1	54.6544
18900	HCD-HMSn	2	54.6562
18901	HCD-HMSn	2	54.6584
18902	HCD-HMSn	2	54.6607
18903	HCD-HMSn	2	54.6628
18904	HMS	1	54.6649
18905	HCD-HMSn	2	54.6669
18906	HMS	1	54.6697
18907	HCD-HMSn	2	54.6711
18908	HMS	1	54.6740
18909	HCD-HMSn	2	54.6754
18910	HCD-HMSn	2	54.6776
18911	HMS	1	54.6799
18912	HCD-HMSn	2	54.6817
18913	HMS	1	54.6845
18914	HCD-HMSn	2	54.6859
18915	HCD-HMSn	2	54.6882
18916	HCD-HMSn	2	54.6905
18917	HCD-HMSn	2	54.6926
18918	HCD-HMSn	2	54.6947
18919	HCD-HMSn	2	54.6968
18920	HMS	1	54.6989
18921	HCD-HMSn	2	54.7009
18922	HCD-HMSn	2	54.7031
18923	HCD-HMSn	2	54.7054
18924	HCD-HMSn	2	54.7075
18925	HMS	1	54.7096
18926	HCD-HMSn	2	54.7115
18927	HCD-HMSn	2	54.7138
18928	HMS	1	54.7161
18929	HCD-HMSn	2	54.7179
18930	HCD-HMSn	2	54.7202
18931	HMS	1	54.7224
18932	HCD-HMSn	2	54.7242
18933	HMS	1	54.7271
18934	HCD-HMSn	2	54.7284
18935	HCD-HMSn	2	54.7307
18936	HMS	1	54.7330
18937	HMS	1	54.7375
18938	HMS	1	54.7413
18939	HCD-HMSn	2	54.7424
18940	HMS	1	54.7452
18941	HCD-HMSn	2	54.7466
18942	HCD-HMSn	2	54.7489
18943	HCD-HMSn	2	54.7512
18944	HCD-HMSn	2	54.7533
18945	HMS	1	54.7554
18946	HCD-HMSn	2	54.7573
18947	HMS	1	54.7602
18948	HMS	1	54.7644
18949	HCD-HMSn	2	54.7654
18950	HCD-HMSn	2	54.7677
18951	HCD-HMSn	2	54.7700
18952	HCD-HMSn	2	54.7721
18953	HCD-HMSn	2	54.7742
18954	HMS	1	54.7763
18955	HCD-HMSn	2	54.7783
18956	HMS	1	54.7811
18957	HCD-HMSn	2	54.7825
18958	HCD-HMSn	2	54.7848
18959	HCD-HMSn	2	54.7870
18960	HCD-HMSn	2	54.7891
18961	HCD-HMSn	2	54.7912
18962	HCD-HMSn	2	54.7934
18963	HCD-HMSn	2	54.7955
18964	HMS	1	54.7976
18965	HCD-HMSn	2	54.7995
18966	HCD-HMSn	2	54.8018
18967	HCD-HMSn	2	54.8041
18968	HMS	1	54.8062
18969	HCD-HMSn	2	54.8081
18970	HCD-HMSn	2	54.8104
18971	HCD-HMSn	2	54.8127
18972	HMS	1	54.8148
18973	HCD-HMSn	2	54.8167
18974	HCD-HMSn	2	54.8190
18975	HCD-HMSn	2	54.8213
18976	HCD-HMSn	2	54.8234
18977	HMS	1	54.8255
18978	HCD-HMSn	2	54.8275
18979	HCD-HMSn	2	54.8298
18980	HCD-HMSn	2	54.8320
18981	HCD-HMSn	2	54.8341
18982	HCD-HMSn	2	54.8362
18983	HCD-HMSn	2	54.8384
18984	HMS	1	54.8405
18985	HCD-HMSn	2	54.8424
18986	HCD-HMSn	2	54.8447
18987	HCD-HMSn	2	54.8470
18988	HCD-HMSn	2	54.8491
18989	HMS	1	54.8512
18990	HCD-HMSn	2	54.8531
18991	HCD-HMSn	2	54.8554
18992	HCD-HMSn	2	54.8577
18993	HCD-HMSn	2	54.8598
18994	HCD-HMSn	2	54.8619
18995	HMS	1	54.8640
18996	HCD-HMSn	2	54.8660
18997	HCD-HMSn	2	54.8683
18998	HCD-HMSn	2	54.8705
18999	HMS	1	54.8726
19000	HCD-HMSn	2	54.8746
19001	HCD-HMSn	2	54.8769
19002	HCD-HMSn	2	54.8791
19003	HCD-HMSn	2	54.8812
19004	HCD-HMSn	2	54.8834
19005	HMS	1	54.8855
19006	HCD-HMSn	2	54.8874
19007	HCD-HMSn	2	54.8897
19008	HCD-HMSn	2	54.8920
19009	HCD-HMSn	2	54.8941
19010	HMS	1	54.8962
19011	HCD-HMSn	2	54.8982
19012	HCD-HMSn	2	54.9004
19013	HCD-HMSn	2	54.9027
19014	HCD-HMSn	2	54.9048
19015	HMS	1	54.9069
19016	HCD-HMSn	2	54.9089
19017	HCD-HMSn	2	54.9112
19018	HCD-HMSn	2	54.9134
19019	HCD-HMSn	2	54.9155
19020	HMS	1	54.9176
19021	HCD-HMSn	2	54.9196
19022	HCD-HMSn	2	54.9219
19023	HCD-HMSn	2	54.9242
19024	HCD-HMSn	2	54.9263
19025	HCD-HMSn	2	54.9284
19026	HCD-HMSn	2	54.9305
19027	HCD-HMSn	2	54.9326
19028	HMS	1	54.9347
19029	HCD-HMSn	2	54.9367
19030	HCD-HMSn	2	54.9390
19031	HCD-HMSn	2	54.9412
19032	HCD-HMSn	2	54.9433
19033	HMS	1	54.9454
19034	HMS	1	54.9501
19035	HCD-HMSn	2	54.9512
19036	HCD-HMSn	2	54.9535
19037	HCD-HMSn	2	54.9558
19038	HMS	1	54.9579
19039	HCD-HMSn	2	54.9598
19040	HCD-HMSn	2	54.9621
19041	HCD-HMSn	2	54.9644
19042	HCD-HMSn	2	54.9665
19043	HMS	1	54.9686
19044	HCD-HMSn	2	54.9705
19045	HCD-HMSn	2	54.9728
19046	HMS	1	54.9751
19047	HMS	1	54.9797
19048	HCD-HMSn	2	54.9807
19049	HCD-HMSn	2	54.9830
19050	HCD-HMSn	2	54.9853
19051	HCD-HMSn	2	54.9874
19052	HCD-HMSn	2	54.9895
19053	HMS	1	54.9916
19054	HCD-HMSn	2	54.9936
19055	HCD-HMSn	2	54.9958
19056	HCD-HMSn	2	54.9981
19057	HMS	1	55.0002
19058	HCD-HMSn	2	55.0022
19059	HCD-HMSn	2	55.0044
19060	HCD-HMSn	2	55.0067
19061	HCD-HMSn	2	55.0088
19062	HCD-HMSn	2	55.0109
19063	HCD-HMSn	2	55.0130
19064	HMS	1	55.0151
19065	HMS	1	55.0199
19066	HCD-HMSn	2	55.0209
19067	HCD-HMSn	2	55.0232
19068	HCD-HMSn	2	55.0255
19069	HMS	1	55.0276
19070	HCD-HMSn	2	55.0295
19071	HCD-HMSn	2	55.0318
19072	HCD-HMSn	2	55.0341
19073	HCD-HMSn	2	55.0362
19074	HMS	1	55.0383
19075	HCD-HMSn	2	55.0403
19076	HCD-HMSn	2	55.0425
19077	HCD-HMSn	2	55.0448
19078	HMS	1	55.0469
19079	HCD-HMSn	2	55.0489
19080	HCD-HMSn	2	55.0511
19081	HMS	1	55.0534
19082	HCD-HMSn	2	55.0552
19083	HCD-HMSn	2	55.0575
19084	HCD-HMSn	2	55.0598
19085	HCD-HMSn	2	55.0619
19086	HMS	1	55.0640
19087	HCD-HMSn	2	55.0660
19088	HCD-HMSn	2	55.0683
19089	HCD-HMSn	2	55.0705
19090	HCD-HMSn	2	55.0726
19091	HCD-HMSn	2	55.0747
19092	HMS	1	55.0768
19093	HCD-HMSn	2	55.0788
19094	HCD-HMSn	2	55.0811
19095	HMS	1	55.0834
19096	HMS	1	55.0879
19097	HCD-HMSn	2	55.0890
19098	HCD-HMSn	2	55.0913
19099	HCD-HMSn	2	55.0936
19100	HCD-HMSn	2	55.0957
19101	HCD-HMSn	2	55.0978
19102	HMS	1	55.0999
19103	HCD-HMSn	2	55.1019
19104	HCD-HMSn	2	55.1042
19105	HCD-HMSn	2	55.1064
19106	HCD-HMSn	2	55.1085
19107	HMS	1	55.1106
19108	HCD-HMSn	2	55.1126
19109	HCD-HMSn	2	55.1149
19110	HCD-HMSn	2	55.1172
19111	HCD-HMSn	2	55.1193
19112	HMS	1	55.1214
19113	HCD-HMSn	2	55.1234
19114	HCD-HMSn	2	55.1256
19115	HCD-HMSn	2	55.1280
19116	HCD-HMSn	2	55.1301
19117	HCD-HMSn	2	55.1322
19118	HCD-HMSn	2	55.1343
19119	HCD-HMSn	2	55.1364
19120	HCD-HMSn	2	55.1385
19121	HCD-HMSn	2	55.1406
19122	HCD-HMSn	2	55.1427
19123	HCD-HMSn	2	55.1449
19124	HMS	1	55.1470
19125	HCD-HMSn	2	55.1489
19126	HCD-HMSn	2	55.1512
19127	HCD-HMSn	2	55.1535
19128	HCD-HMSn	2	55.1556
19129	HCD-HMSn	2	55.1577
19130	HCD-HMSn	2	55.1598
19131	HMS	1	55.1619
19132	HCD-HMSn	2	55.1639
19133	HCD-HMSn	2	55.1662
19134	HCD-HMSn	2	55.1684
19135	HMS	1	55.1705
19136	HCD-HMSn	2	55.1725
19137	HCD-HMSn	2	55.1748
19138	HCD-HMSn	2	55.1770
19139	HMS	1	55.1791
19140	HCD-HMSn	2	55.1811
19141	HCD-HMSn	2	55.1834
19142	HCD-HMSn	2	55.1856
19143	HCD-HMSn	2	55.1878
19144	HCD-HMSn	2	55.1899
19145	HMS	1	55.1920
19146	HCD-HMSn	2	55.1939
19147	HCD-HMSn	2	55.1962
19148	HCD-HMSn	2	55.1985
19149	HCD-HMSn	2	55.2006
19150	HCD-HMSn	2	55.2027
19151	HMS	1	55.2048
19152	HCD-HMSn	2	55.2068
19153	HCD-HMSn	2	55.2090
19154	HCD-HMSn	2	55.2113
19155	HMS	1	55.2134
19156	HCD-HMSn	2	55.2154
19157	HMS	1	55.2182
19158	HCD-HMSn	2	55.2196
19159	HCD-HMSn	2	55.2219
19160	HCD-HMSn	2	55.2241
19161	HCD-HMSn	2	55.2263
19162	HCD-HMSn	2	55.2304
19163	HCD-HMSn	2	55.2325
19164	HCD-HMSn	2	55.2346
19165	HMS	1	55.2367
19166	HCD-HMSn	2	55.2387
19167	HCD-HMSn	2	55.2410
19168	HMS	1	55.2466
19169	HCD-HMSn	2	55.2477
19170	HCD-HMSn	2	55.2500
19171	HCD-HMSn	2	55.2522
19172	HCD-HMSn	2	55.2543
19173	HCD-HMSn	2	55.2565
19174	HMS	1	55.2586
19175	HCD-HMSn	2	55.2605
19176	HCD-HMSn	2	55.2628
19177	HCD-HMSn	2	55.2651
19178	HCD-HMSn	2	55.2672
19179	HCD-HMSn	2	55.2693
19180	HCD-HMSn	2	55.2714
19181	HMS	1	55.2735
19182	HCD-HMSn	2	55.2755
19183	HCD-HMSn	2	55.2777
19184	HCD-HMSn	2	55.2800
19185	HCD-HMSn	2	55.2821
19186	HMS	1	55.2842
19187	HCD-HMSn	2	55.2862
19188	HCD-HMSn	2	55.2885
19189	HCD-HMSn	2	55.2907
19190	HMS	1	55.2928
19191	HCD-HMSn	2	55.2948
19192	HCD-HMSn	2	55.2971
19193	HCD-HMSn	2	55.2993
19194	HCD-HMSn	2	55.3014
19195	HMS	1	55.3035
19196	HCD-HMSn	2	55.3055
19197	HCD-HMSn	2	55.3078
19198	HCD-HMSn	2	55.3100
19199	HCD-HMSn	2	55.3121
19200	HCD-HMSn	2	55.3143
19201	HCD-HMSn	2	55.3164
19202	HMS	1	55.3185
19203	HCD-HMSn	2	55.3204
19204	HCD-HMSn	2	55.3227
19205	HMS	1	55.3250
19206	HCD-HMSn	2	55.3268
19207	HCD-HMSn	2	55.3291
19208	HCD-HMSn	2	55.3313
19209	HCD-HMSn	2	55.3334
19210	HMS	1	55.3355
19211	HCD-HMSn	2	55.3375
19212	HCD-HMSn	2	55.3398
19213	HCD-HMSn	2	55.3421
19214	HMS	1	55.3441
19215	HCD-HMSn	2	55.3461
19216	HCD-HMSn	2	55.3484
19217	HCD-HMSn	2	55.3507
19218	HCD-HMSn	2	55.3528
19219	HCD-HMSn	2	55.3549
19220	HMS	1	55.3570
19221	HCD-HMSn	2	55.3590
19222	HCD-HMSn	2	55.3612
19223	HCD-HMSn	2	55.3635
19224	HCD-HMSn	2	55.3656
19225	HMS	1	55.3677
19226	HCD-HMSn	2	55.3697
19227	HCD-HMSn	2	55.3720
19228	HCD-HMSn	2	55.3742
19229	HCD-HMSn	2	55.3763
19230	HMS	1	55.3784
19231	HCD-HMSn	2	55.3804
19232	HCD-HMSn	2	55.3827
19233	HCD-HMSn	2	55.3850
19234	HCD-HMSn	2	55.3871
19235	HCD-HMSn	2	55.3892
19236	HMS	1	55.3913
19237	HCD-HMSn	2	55.3933
19238	HCD-HMSn	2	55.3955
19239	HCD-HMSn	2	55.3978
19240	HMS	1	55.3999
19241	HMS	1	55.4046
19242	HCD-HMSn	2	55.4056
19243	HCD-HMSn	2	55.4079
19244	HMS	1	55.4102
19245	HCD-HMSn	2	55.4120
19246	HCD-HMSn	2	55.4143
19247	HCD-HMSn	2	55.4165
19248	HMS	1	55.4186
19249	HCD-HMSn	2	55.4206
19250	HCD-HMSn	2	55.4229
19251	HCD-HMSn	2	55.4252
19252	HCD-HMSn	2	55.4273
19253	HMS	1	55.4294
19254	HCD-HMSn	2	55.4313
19255	HCD-HMSn	2	55.4336
19256	HCD-HMSn	2	55.4359
19257	HCD-HMSn	2	55.4380
19258	HCD-HMSn	2	55.4401
19259	HCD-HMSn	2	55.4422
19260	HMS	1	55.4443
19261	HCD-HMSn	2	55.4463
19262	HCD-HMSn	2	55.4486
19263	HCD-HMSn	2	55.4508
19264	HCD-HMSn	2	55.4529
19265	HMS	1	55.4550
19266	HCD-HMSn	2	55.4570
19267	HCD-HMSn	2	55.4593
19268	HMS	1	55.4616
19269	HCD-HMSn	2	55.4634
19270	HCD-HMSn	2	55.4657
19271	HCD-HMSn	2	55.4679
19272	HMS	1	55.4700
19273	HCD-HMSn	2	55.4720
19274	HCD-HMSn	2	55.4743
19275	HCD-HMSn	2	55.4765
19276	HCD-HMSn	2	55.4787
19277	HMS	1	55.4808
19278	HCD-HMSn	2	55.4827
19279	HCD-HMSn	2	55.4850
19280	HCD-HMSn	2	55.4873
19281	HCD-HMSn	2	55.4894
19282	HCD-HMSn	2	55.4915
19283	HCD-HMSn	2	55.4936
19284	HCD-HMSn	2	55.4957
19285	HCD-HMSn	2	55.4978
19286	HMS	1	55.5000
19287	HCD-HMSn	2	55.5019
19288	HCD-HMSn	2	55.5042
19289	HCD-HMSn	2	55.5065
19290	HCD-HMSn	2	55.5086
19291	HCD-HMSn	2	55.5107
19292	HCD-HMSn	2	55.5128
19293	HCD-HMSn	2	55.5149
19294	HCD-HMSn	2	55.5170
19295	HMS	1	55.5191
19296	HCD-HMSn	2	55.5211
19297	HCD-HMSn	2	55.5234
19298	HCD-HMSn	2	55.5256
19299	HMS	1	55.5277
19300	HCD-HMSn	2	55.5297
19301	HCD-HMSn	2	55.5320
19302	HCD-HMSn	2	55.5342
19303	HCD-HMSn	2	55.5364
19304	HMS	1	55.5384
19305	HCD-HMSn	2	55.5404
19306	HCD-HMSn	2	55.5427
19307	HCD-HMSn	2	55.5450
19308	HMS	1	55.5471
19309	HCD-HMSn	2	55.5490
19310	HCD-HMSn	2	55.5513
19311	HCD-HMSn	2	55.5536
19312	HCD-HMSn	2	55.5557
19313	HMS	1	55.5578
19314	HCD-HMSn	2	55.5597
19315	HCD-HMSn	2	55.5620
19316	HMS	1	55.5643
19317	HCD-HMSn	2	55.5661
19318	HCD-HMSn	2	55.5684
19319	HCD-HMSn	2	55.5707
19320	HCD-HMSn	2	55.5728
19321	HCD-HMSn	2	55.5749
19322	HCD-HMSn	2	55.5770
19323	HMS	1	55.5791
19324	HCD-HMSn	2	55.5811
19325	HCD-HMSn	2	55.5834
19326	HCD-HMSn	2	55.5856
19327	HCD-HMSn	2	55.5877
19328	HCD-HMSn	2	55.5899
19329	HCD-HMSn	2	55.5920
19330	HCD-HMSn	2	55.5941
19331	HMS	1	55.5962
19332	HCD-HMSn	2	55.5982
19333	HCD-HMSn	2	55.6004
19334	HCD-HMSn	2	55.6027
19335	HCD-HMSn	2	55.6048
19336	HCD-HMSn	2	55.6069
19337	HCD-HMSn	2	55.6090
19338	HMS	1	55.6111
19339	HCD-HMSn	2	55.6131
19340	HMS	1	55.6159
19341	HCD-HMSn	2	55.6173
19342	HCD-HMSn	2	55.6196
19343	HMS	1	55.6219
19344	HCD-HMSn	2	55.6237
19345	HCD-HMSn	2	55.6260
19346	HCD-HMSn	2	55.6283
19347	HMS	1	55.6304
19348	HCD-HMSn	2	55.6323
19349	HCD-HMSn	2	55.6346
19350	HCD-HMSn	2	55.6369
19351	HCD-HMSn	2	55.6390
19352	HMS	1	55.6411
19353	HCD-HMSn	2	55.6430
19354	HCD-HMSn	2	55.6453
19355	HMS	1	55.6476
19356	HCD-HMSn	2	55.6494
19357	HCD-HMSn	2	55.6517
19358	HCD-HMSn	2	55.6539
19359	HCD-HMSn	2	55.6561
19360	HCD-HMSn	2	55.6582
19361	HMS	1	55.6603
19362	HCD-HMSn	2	55.6622
19363	HCD-HMSn	2	55.6645
19364	HCD-HMSn	2	55.6668
19365	HCD-HMSn	2	55.6689
19366	HCD-HMSn	2	55.6710
19367	HCD-HMSn	2	55.6731
19368	HMS	1	55.6752
19369	HCD-HMSn	2	55.6772
19370	HCD-HMSn	2	55.6795
19371	HCD-HMSn	2	55.6818
19372	HCD-HMSn	2	55.6839
19373	HCD-HMSn	2	55.6860
19374	HCD-HMSn	2	55.6881
19375	HMS	1	55.6902
19376	HCD-HMSn	2	55.6922
19377	HCD-HMSn	2	55.6945
19378	HCD-HMSn	2	55.6967
19379	HCD-HMSn	2	55.6988
19380	HCD-HMSn	2	55.7009
19381	HCD-HMSn	2	55.7031
19382	HMS	1	55.7052
19383	HCD-HMSn	2	55.7071
