Scan_Group_ID	Charge	Scan
3526	1	3603
3527	1	5247
3528	2	3394
3529	2	431
3530	3	6278
3530	3	6280
3531	1	1487
3532	4	6866
3533	1	2832
3534	2	820
3535	1	1867
3536	3	8220
3537	1	3712
3538	2	3866
3539	3	4967
3540	1	3980
3541	1	2287
3542	3	540
3543	3	4327
3544	3	1179
3545	1	4484
3546	1	2715
3547	2	1556
3548	4	3902
3549	3	7747
3550	2	2140
3551	2	562
3552	2	3794
3553	2	546
3554	2	1182
3555	4	8008
3556	1	2578
3557	3	1978
3558	4	6990
3559	2	3083
3560	2	5232
3561	2	7592
3562	3	5003
3563	1	5155
3564	3	6334
3565	3	7916
3566	3	3358
3567	3	7410
3568	1	2902
3569	2	7167
3570	1	1840
3571	3	5766
3572	3	5583
3573	4	6958
3574	1	3478
3575	3	920
3576	2	1208
3577	3	1788
3578	3	412
3579	2	2000
3580	2	1559
3581	2	7120
3582	1	2146
3583	3	5160
3584	2	6494
3585	4	5007
3586	3	2632
3587	2	3854
3588	2	1504
3589	3	252
3590	4	5654
3591	1	6148
3592	3	3787
3593	3	7610
3594	3	2783
3595	3	6472
3596	2	7643
3597	2	2286
3598	3	4998
3598	3	4999
3599	3	4030
3600	2	6356
3601	2	670
3602	1	4648
3603	2	2072
3604	3	5530
3605	3	2510
3606	3	2712
3607	3	6583
3608	1	3851
3609	1	3779
3610	3	322
3611	2	6395
3612	2	3618
3613	2	2387
3614	3	3491
3615	1	1334
3616	1	2995
3617	3	6752
3618	2	5935
3619	3	534
3620	2	1132
3621	3	8247
3622	3	980
3623	3	8363
3624	6	7295
3625	1	2640
3626	1	2308
3627	2	6147
3628	2	2334
3629	2	322
3630	1	3175
3631	1	4367
3632	3	7863
3633	4	5379
3634	3	1130
3635	1	4812
3636	1	1742
3637	3	3786
3638	2	8244
3639	3	6374
3640	4	8102
3641	1	2244
3642	2	1167
3643	2	8362
3644	3	2583
3645	1	6358
3646	4	4475
3647	1	3430
3648	5	6114
3648	5	6115
3649	2	2320
3650	2	1252
3651	1	8322
3651	1	8323
3652	1	2678
3653	2	1128
3654	2	387
3655	4	4956
3656	2	6360
3657	2	2292
3658	1	5166
3659	1	2728
3660	2	1646
3661	3	6722
3662	2	8224
3663	1	3470
3664	2	4083
3665	3	3523
3666	4	7482
3667	3	1642
3668	3	959
3669	1	2875
3670	3	476
3671	2	1335
3672	4	7660
3673	2	482
3674	4	6402
3675	3	708
3676	3	6366
3677	2	5474
3678	2	5092
3679	2	2067
3680	2	1726
3681	4	7086
3682	2	5830
3683	3	7642
3684	3	7828
3685	2	7338
3686	3	5696
3687	2	4187
3688	3	2468
3689	3	4882
3690	2	490
3691	1	1586
3692	1	4135
3693	4	7300
3694	1	3386
3695	5	7932
3696	2	3967
3697	3	1894
3698	1	3208
3699	3	2215
3700	2	3396
3701	1	3352
3702	3	7408
3703	1	1732
3704	3	4062
3705	3	7822
3706	3	6562
3707	2	2551
3708	1	1792
3709	1	1496
3710	1	1800
3711	4	3904
3712	3	2915
3713	1	3186
3714	1	4151
3715	3	6134
3716	1	998
3717	2	2178
3718	1	2298
3719	1	7359
3720	2	3871
3721	2	7079
3722	2	1788
3723	2	2332
3724	4	5082
3725	1	4259
3726	2	1711
3727	1	4215
3728	3	6068
3729	2	8207
3730	2	1872
3731	2	7343
3732	2	5224
3733	2	4718
3734	1	2990
3735	3	1288
3736	1	1656
3737	2	690
3738	2	780
3739	3	4315
3740	1	2386
3741	2	1439
3742	3	888
3743	2	1291
3744	3	7895
3745	2	242
3746	1	3243
3747	4	8079
3748	2	2414
3749	3	3240
3750	3	302
3751	3	8055
3752	3	272
3753	3	1578
3754	3	2419
3755	4	6120
3756	3	1962
3756	3	1963
3757	3	1412
3758	2	5940
3759	4	7879
3760	3	5484
3761	3	4358
3762	2	5798
3763	2	514
3764	3	8244
3765	1	1468
3766	2	1082
3767	3	7927
3768	2	7816
3769	2	1011
3770	4	7599
3771	3	242
3772	1	8247
3773	2	6622
3774	2	2128
3775	1	2220
3776	4	5744
3777	3	6423
3778	2	5439
3779	1	4471
3780	2	1575
3781	2	1266
3782	3	7292
3783	1	3528
3784	4	8170
3785	1	800
3786	4	8082
3787	3	7450
3788	3	7038
3789	3	5310
3790	2	3066
3791	2	1230
3792	1	1683
3793	3	1075
3794	3	1387
3795	2	1142
3796	3	55
3797	2	5182
3798	3	699
3799	2	5211
3800	2	7982
3801	3	7171
3802	3	474
3803	2	872
3804	3	7503
3805	4	8039
3806	2	86
3807	2	1926
3808	2	1572
3809	1	2628
3810	3	762
3811	3	2374
3812	1	4770
3813	2	958
3814	4	7954
3815	1	4535
3816	3	310
3817	3	5422
3818	2	1516
3819	1	707
3820	2	3038
3821	3	320
3822	3	500
3823	3	8364
3824	3	424
3825	2	3602
3826	3	602
3827	2	5684
3828	4	5938
3829	1	3132
3830	3	4448
3831	2	766
3832	3	6155
3833	2	4980
3834	3	6895
3835	2	5716
3836	1	3095
3837	2	4931
3838	4	7880
3839	2	4356
3840	1	1640
3841	3	4583
3842	2	4318
3843	1	2655
3844	2	1368
3845	3	8014
3846	1	3582
3847	1	6779
3848	2	1254
3849	1	4918
3849	1	4919
3850	2	3220
3851	3	8166
3852	3	5135
3853	2	1152
3854	2	1234
3855	4	7030
3856	3	736
3857	1	2210
3858	2	770
3859	2	1491
3860	1	3108
3861	2	4742
3862	2	2436
3863	3	6879
3864	1	687
3865	3	6446
3866	2	1379
3867	3	326
3868	4	2478
3869	2	1432
3870	3	6283
3871	2	4590
3872	1	1618
3873	1	8164
3874	2	470
3875	2	2871
3876	1	3598
3877	3	1059
3877	3	1060
3878	2	611
3879	1	4546
3880	4	4708
3881	1	806
3882	1	7748
3883	1	2084
3884	2	8091
3885	3	7767
3886	3	5319
3887	3	312
3888	3	468
3889	3	172
3890	1	3608
3891	1	2727
3892	3	314
3893	1	5043
3894	4	7371
3895	1	3016
3896	4	8078
3897	1	4992
3898	3	1632
3899	2	679
3900	2	1886
3901	3	7202
3902	3	4170
3903	3	3162
3904	3	1184
3905	3	7600
3906	3	8139
3907	3	8251
3908	3	184
3909	2	792
3910	2	2212
3911	3	2396
3912	3	5754
3913	1	1976
3914	3	4972
3915	1	2894
3916	2	7807
3917	3	1531
3918	2	6303
3919	1	3492
3920	2	1260
3921	2	2312
3922	1	7235
3923	2	756
3924	2	8312
3925	2	1402
3926	2	2767
3926	2	2916
3927	2	5491
3928	1	3931
3929	3	768
3930	2	2115
3931	2	1111
3932	3	7960
3933	2	1356
3934	2	6636
3935	1	1659
3936	3	588
3937	3	335
3938	3	4898
3939	3	6970
3940	3	6972
3941	4	6584
3942	3	7464
3943	2	339
3944	3	6790
3945	2	942
3946	2	984
3947	5	7248
3948	1	6212
3949	2	6556
3950	1	816
3951	2	4660
3952	3	3199
3953	1	3958
3954	3	8351
3955	2	1024
3956	1	1510
3957	3	8167
3958	3	6270
3959	2	3500
3960	2	639
3961	1	2594
3962	4	8358
3963	4	3466
3964	2	342
3965	3	4282
3966	3	4179
3967	3	7596
3968	2	1782
3969	1	3576
3970	1	2668
3971	2	3055
3972	3	5516
3973	2	511
3974	2	995
3975	3	1983
3976	2	1864
3977	3	578
3978	2	8340
3979	3	46
3980	2	778
3981	1	2487
3982	2	4735
3983	3	2482
3984	3	7696
3985	1	1958
3986	3	2550
3987	1	2472
3988	3	3091
3989	4	6508
3990	3	3304
3991	2	7912
3992	2	1320
3993	2	7972
3994	1	5856
3995	2	5923
3996	1	2676
3997	3	5686
3998	3	6000
3999	1	3327
4000	2	1091
4001	2	3127
4002	1	1675
4003	3	7972
4004	3	7544
4005	3	4008
4006	2	8227
4007	1	2096
4008	3	7942
4009	1	3804
4010	3	7812
4011	4	7760
4012	3	1111
4013	3	8263
4014	4	5752
4015	1	7588
4016	3	938
4017	1	2467
4018	2	1696
4019	3	3986
4020	4	3763
4021	1	6275
4022	1	4275
4023	1	3732
4024	3	39
4025	1	2596
4026	2	694
4027	3	5539
4028	1	1748
4029	2	884
4030	1	5790
4031	3	8083
4032	4	6707
4033	1	3554
4034	4	4695
4035	4	6247
4036	2	846
4037	3	964
4038	2	5671
4039	1	6228
4040	2	675
4041	3	3019
4042	3	4872
4043	3	8118
4044	3	852
4045	2	863
4046	1	2756
4047	1	5095
4048	2	4912
4049	3	619
4050	3	404
4051	1	6387
4052	2	5340
4053	1	1860
4054	1	5212
4055	1	3667
4056	2	3172
4057	3	63
4058	3	4452
4059	4	5022
4060	3	3772
4061	2	755
4062	2	8366
4063	2	5894
4064	2	2642
4065	3	7094
4066	3	338
4067	2	674
4068	2	1380
4069	1	6888
4070	4	7339
4071	2	2430
4072	2	410
4073	2	8114
4074	1	1175
4075	3	551
4076	3	7539
4077	3	812
4078	3	4699
4079	3	240
4080	2	1034
4081	1	4379
4082	1	6311
4083	4	8003
4084	2	8324
4085	1	2484
4086	3	4492
4087	5	6566
4088	2	3547
4089	4	6083
4089	4	7082
4090	4	6310
4091	3	2267
4092	1	8230
4093	2	2631
4094	1	5144
4095	3	512
4096	2	8350
4097	1	1716
4098	2	2548
4099	2	434
4100	2	782
4101	2	1156
4102	2	438
4103	4	2844
4104	1	6692
4105	1	4848
4106	2	686
4107	3	960
4108	2	2126
4109	1	6928
4110	3	347
4111	2	2559
4112	2	1035
4113	1	3447
4114	2	3330
4115	3	8052
4116	1	2638
4117	1	1206
4118	3	3915
4119	1	2124
4120	1	8140
4121	3	5392
4122	3	7764
4123	3	1864
4124	3	374
4125	3	3242
4126	3	60
4127	3	2280
4128	1	3756
4129	3	212
4130	2	3187
4131	2	6315
4132	1	6211
4133	2	3328
4134	2	2152
4135	3	3104
4136	2	5554
4137	2	174
4138	3	7824
4139	3	1174
4140	2	8286
4141	2	1314
4142	1	3988
4143	1	4482
4143	1	4483
4144	2	5116
4145	2	483
4146	3	587
4147	1	1763
4148	2	1340
4149	3	7938
4150	1	2214
4151	3	435
4152	3	28
4153	1	4171
4154	3	6848
4155	3	1218
4156	3	8262
4157	3	6971
4158	2	1279
4159	2	711
4160	2	1311
4161	1	2956
4162	1	2600
4163	3	155
4164	3	1868
4165	2	4722
4166	2	7006
4167	2	955
4168	3	752
4169	2	5562
4170	1	1539
4171	3	7979
4172	3	6755
4173	2	152
4174	3	7634
4175	2	536
4176	2	1306
4177	4	7683
4178	2	5820
4179	4	8006
4180	3	7694
4181	1	6504
4182	1	3606
4183	2	1660
4184	1	7827
4185	3	3052
4186	3	1004
4187	4	5736
4188	1	4791
4189	3	3971
4190	4	6075
4191	2	2520
4192	2	423
4193	3	482
4194	3	176
4195	4	3646
4196	3	6800
4197	1	2307
4198	2	876
4199	2	2310
4200	4	6015
4201	2	3459
4202	2	788
4203	1	1099
4204	3	403
4205	3	6720
4206	2	4052
4207	2	2367
4208	1	3946
4209	3	8268
4210	2	2859
4211	2	1235
4212	2	592
4213	2	2104
4214	2	4256
4215	2	63
4216	2	5606
4217	2	1031
4218	2	3522
4219	2	494
4220	3	988
4221	2	7902
4222	3	4186
4223	3	1010
4224	3	475
4225	4	4954
4226	3	6730
4227	2	42
4228	3	26
4229	3	2058
4230	4	7831
4231	3	862
4232	2	8264
4233	3	111
4234	1	4304
4235	2	4743
4236	2	923
4237	1	5344
4238	3	5698
4239	1	5847
4240	1	5450
4241	1	2758
4242	4	1859
4243	1	3452
4244	3	2331
4245	2	2111
4246	4	6656
4247	3	4278
4248	3	640
4249	2	2788
4250	1	4950
4251	2	4211
4252	3	156
4253	1	1232
4254	1	2616
4255	1	6123
4256	2	5555
4257	2	659
4258	2	1143
4259	3	5498
4260	1	5032
4261	2	1087
4262	2	3774
4263	1	3338
4264	3	8168
4265	2	7015
4266	2	794
4267	2	1471
4268	3	8012
4269	4	1564
4270	2	3248
4271	2	6831
4272	2	1755
4273	1	4667
4274	3	1951
4275	1	1406
4276	2	8256
4277	1	2319
4278	1	3179
4279	3	7268
4280	1	6414
4281	3	391
4282	4	7891
4283	2	4311
4284	1	4419
4285	1	5088
4286	2	540
4287	2	3819
4288	1	6695
4289	3	4944
4290	2	1655
4291	3	3672
4292	1	1883
4293	2	444
4294	3	56
4295	1	4392
4296	3	410
4297	1	4336
4298	3	4236
4299	3	4311
4300	2	2347
4301	3	8076
4302	2	367
4303	1	1672
4304	1	2263
4305	3	5703
4306	4	4847
4307	2	3264
4308	2	179
4309	3	8214
4310	2	6947
4311	1	6422
4312	1	1794
4313	2	2256
4314	3	4048
4315	3	5807
4316	1	2822
4317	3	8264
4318	2	916
4319	3	808
4320	2	7652
4321	3	1210
4321	3	1211
4322	3	5334
4323	1	5990
4324	2	1015
4325	2	1094
4326	3	4774
4327	1	5924
4328	2	1388
4329	1	3159
4330	4	6832
4331	1	5187
4332	3	616
4333	2	7311
4334	1	1738
4335	2	771
4336	1	2134
4337	1	6060
4338	1	1851
4339	3	7614
4340	2	4550
4341	2	3538
4342	2	4302
4343	2	4496
4344	1	2218
4345	2	4231
4346	3	8022
4347	1	3392
4348	2	5979
4349	3	6867
4350	3	1046
4351	2	1910
4352	2	5322
4353	3	208
4354	1	5396
4355	2	642
4356	3	519
4357	3	4223
4358	3	27
4359	1	5920
4360	3	1290
4361	1	2168
4362	3	828
4363	3	950
4364	1	1754
4365	4	8208
4366	2	922
4367	3	7052
4368	3	444
4369	3	446
4370	3	463
4371	2	699
4372	2	4871
4373	2	830
4374	1	5286
4375	2	1147
4376	3	3260
4377	1	2800
4378	1	1052
4379	1	4940
4380	2	1078
4381	2	4144
4382	3	510
4383	3	6811
4384	2	6319
4385	1	2088
4386	1	5776
4387	3	5495
4388	1	2082
4389	2	1272
4390	2	4568
4391	3	2808
4392	1	3236
4393	3	6542
4394	3	7856
4395	3	7870
4396	1	4140
4397	1	5044
4398	3	5971
4399	4	3852
4400	1	3322
4401	2	5112
4402	2	96
4403	4	8359
4404	3	8286
4405	3	7574
4406	2	604
4407	1	2412
4408	1	2148
4409	3	2568
4410	3	1122
4411	3	2119
4412	3	3020
4413	2	5536
4414	1	2904
4415	3	2346
4416	3	671
4417	4	5239
4418	2	1283
4419	2	1719
4420	2	4108
4421	2	548
4422	2	6350
4423	3	1244
4424	1	2195
4425	3	7830
4426	1	6131
4427	3	438
4428	3	5928
4429	4	6554
4430	2	619
4431	2	1456
4432	3	7474
4433	3	4200
4434	3	7635
4435	3	6760
4436	4	7440
4437	4	5704
4438	2	5750
4439	4	6682
4440	3	691
4441	2	1227
4442	1	6354
4443	3	880
4444	2	4428
4445	3	7074
4446	3	4399
4447	1	5248
4448	3	5695
4449	3	7175
4450	2	4524
4451	3	158
4452	3	5064
4453	2	1336
4454	3	6086
4455	2	1684
4456	3	420
4457	2	5884
4458	3	624
4459	3	6342
4460	4	7947
4461	3	5919
4462	2	4616
4463	2	5548
4464	3	6891
4465	2	2508
4466	1	7772
4467	2	859
4468	3	4668
4469	2	4087
4470	3	1102
4471	3	7042
4472	3	426
4473	4	8179
4474	1	3287
4475	3	516
4476	2	1746
4477	2	4300
4478	4	8050
4479	2	1135
4480	1	4619
4481	1	5180
4482	3	116
4483	1	874
4484	2	1310
4485	4	7803
4486	2	971
4487	4	7710
4488	2	8298
4489	2	538
4490	2	5710
4491	1	2060
4492	3	378
4493	3	539
4494	1	5264
4495	2	5564
4496	1	2835
4497	2	2112
4498	1	7335
4499	1	3076
4500	2	250
4501	2	1063
4502	3	67
4503	3	523
4504	4	2694
4505	2	4158
4506	3	6299
4507	2	970
4508	3	3838
4509	4	6780
4510	2	2107
4511	3	7908
4512	2	2042
4513	2	886
4514	2	2311
4515	3	406
4516	1	2224
4517	1	6880
4518	2	7691
4519	2	750
4520	2	835
4521	3	355
4522	1	5403
4523	3	4116
4524	2	6883
4525	1	2027
4526	3	900
4527	3	6810
4528	1	7788
4529	1	1911
4530	2	520
4531	2	602
4532	3	7287
4533	3	7356
4534	2	6100
4535	3	999
4536	4	2639
4537	3	395
4538	1	8332
4539	3	152
4540	3	2684
4541	3	1287
4542	3	958
4543	3	656
4544	1	3282
4545	2	2314
4546	2	4811
4547	1	2671
4548	1	3812
4549	3	1267
4550	1	2974
4551	3	6855
4552	2	2986
4553	3	583
4554	1	3228
4555	1	2562
4556	1	2028
4557	4	6608
4558	3	6088
4559	2	2274
4560	1	2086
4561	2	5800
4562	1	3643
4563	1	2408
4564	2	1786
4565	3	6624
4566	1	2476
4567	2	3668
4568	1	2236
4569	4	6156
4570	3	5375
4571	1	8304
4572	2	1975
4573	2	196
4574	3	7016
4575	2	2575
4576	3	5348
4577	2	852
4578	3	6424
4579	2	1115
4580	3	1055
4581	3	1254
4582	2	747
4583	2	8151
4584	4	7608
4585	1	6032
4586	3	75
4587	1	7646
4587	1	7647
4588	1	2276
4589	2	5311
4590	3	1058
4591	1	1923
4592	3	5979
4593	3	4491
4594	3	7771
4595	4	6552
4596	3	147
4597	1	4035
4598	4	8348
4599	3	674
4600	2	7879
4601	2	8124
4602	4	8130
4603	2	2818
4604	1	6735
4605	1	2207
4606	3	655
4607	2	4499
4608	2	5195
4609	3	346
4610	3	975
4611	3	490
4612	1	3371
4613	3	7044
4614	3	264
4615	3	8115
4616	3	4664
4617	1	5027
4618	4	7299
4619	1	3110
4620	2	1935
4621	1	2198
4622	2	5971
4623	3	456
4624	3	1551
4625	3	434
4626	2	6532
4627	3	2020
4628	2	1172
4629	2	463
4630	1	3808
4631	1	2539
4632	1	4362
4633	3	432
4634	4	6604
4635	3	1051
4636	3	7762
4637	3	1219
4638	3	3520
4639	1	1594
4640	2	946
4641	3	634
4642	3	606
4643	2	904
4644	3	7211
4645	1	1508
4646	1	1495
4647	3	1024
4648	3	507
4649	3	756
4650	2	1960
4651	3	6736
4652	3	303
4653	1	2651
4654	3	230
4655	1	4567
4656	2	938
4657	2	3759
4658	2	6099
4659	3	7892
4660	3	2770
4661	3	3056
4662	3	660
4663	2	643
4664	1	4783
4665	3	3795
4666	3	1228
4667	1	2262
4668	1	8320
4669	3	876
4670	2	1411
4671	1	1116
4672	3	6295
4673	3	8046
4674	1	6338
4675	3	600
4676	3	1543
4677	2	8228
4678	2	472
4679	3	351
4680	4	7964
4681	3	8068
4682	3	3442
4683	2	5851
4684	1	7871
4685	3	340
4686	2	1202
4687	3	2883
4688	3	5414
4689	3	7479
4690	3	392
4691	4	6596
4692	2	4984
4693	2	1151
4694	1	1835
4695	3	6256
4696	3	6396
4697	3	3370
4698	2	732
4699	4	5244
4700	3	1234
4701	1	3836
4702	3	615
4703	3	7232
4704	1	3267
4705	4	6579
4706	2	492
4707	2	862
4708	1	2976
4709	4	4404
4710	2	3495
4711	1	1830
4712	2	7319
4713	4	5742
4714	2	6135
4715	1	6188
4716	3	836
4717	1	5100
4718	2	3311
4719	2	8054
4720	3	5338
4721	1	3691
4722	3	170
4723	2	815
4724	5	7056
4725	3	1147
4726	2	1650
4727	2	5702
4728	3	262
4729	2	314
4730	4	5336
4731	2	680
4732	3	1223
4733	2	999
4734	3	1027
4735	1	3656
4736	3	5775
4737	2	6438
4738	3	670
4739	3	388
4740	2	1195
4741	3	8226
4742	3	6151
4743	2	3462
4744	2	6836
4745	3	198
4746	3	8319
4747	2	7856
4748	3	8291
4749	2	391
4750	3	94
4751	2	772
4752	2	1194
4753	2	2470
4754	3	984
4755	2	5054
4756	1	7546
4757	3	375
4758	2	6287
4759	1	4436
4760	2	4316
4761	3	694
4762	1	6966
4763	1	4631
4764	2	822
4765	2	1056
4766	1	2826
4767	2	134
4768	3	4422
4769	2	6472
4770	1	3604
4771	1	5862
4772	1	5966
4773	3	5291
4774	3	5898
4775	1	3384
4776	1	3910
4777	2	2688
4778	3	82
4779	3	8088
4780	2	7520
4781	2	1126
4782	3	934
4783	2	94
4784	2	1324
4785	2	6600
4786	3	5366
4787	1	2708
4788	3	1259
4789	1	7078
4790	2	1934
4791	2	1007
4792	2	291
4793	2	183
4794	1	7795
4795	1	1511
4796	3	6976
4797	2	1382
4798	3	8094
4799	1	4860
4800	2	522
4801	1	7999
4802	3	795
4803	2	3096
4804	3	379
4805	3	484
4806	2	2300
4807	2	2879
4808	2	6448
4809	1	7191
4810	3	715
4811	3	8248
4812	2	6132
4813	1	4427
4814	3	3671
4815	4	7484
4816	3	2222
4817	2	1286
4818	4	8024
4819	3	4951
4820	4	6915
4821	1	3880
4822	3	6130
4823	2	810
4824	2	4258
4825	1	2048
4826	1	6118
4827	2	988
4828	2	443
4829	3	6894
4830	2	634
4831	1	2136
4832	3	3183
4833	1	6260
4834	4	7996
4835	3	227
4836	4	5814
4837	3	1423
4838	1	2154
4839	2	5068
4840	3	7402
4841	1	2448
4842	3	8143
4843	3	3328
4844	4	7575
4845	2	2174
4846	1	4874
4847	1	5406
4848	1	4788
4849	2	5670
4850	3	8340
4851	2	3103
4852	3	7108
4853	3	6934
4854	1	3046
4855	2	6632
4856	2	495
4857	2	3183
4858	3	719
4859	1	8272
4860	3	675
4861	4	7379
4862	3	7404
4863	1	2660
4864	2	1354
4865	1	4531
4866	1	2208
4867	3	704
4868	1	4124
4869	2	3343
4870	2	7407
4871	2	414
4872	3	7344
4873	1	3156
4874	1	931
4875	1	6375
4876	1	1300
4877	2	571
4878	3	864
4879	3	6388
4880	4	7140
4881	3	3847
4882	1	3135
4883	3	5148
4884	3	635
4885	3	7968
4886	3	175
4887	2	1523
4888	2	5222
4889	2	372
4890	4	3368
4891	3	274
4892	3	8223
4893	2	4620
4894	3	2994
4895	2	1571
4896	3	443
4897	3	4758
4898	1	7528
4899	3	5346
4900	1	4112
4901	3	6660
4902	3	8084
4903	3	7800
4904	3	530
4905	3	892
4906	2	4522
4907	3	3967
4908	1	2819
4909	1	3292
4910	2	3167
4911	3	8056
4912	3	548
4913	3	1183
4914	3	8212
4915	3	291
4916	4	6883
4917	3	5175
4918	2	79
4919	1	6739
4920	2	1814
4921	3	5992
4922	2	6663
4923	3	810
4924	3	8362
4925	2	456
4926	1	1364
4927	3	706
4928	1	3032
4929	4	8178
4930	3	596
4931	2	1004
4932	2	826
4933	2	764
4934	3	918
4935	3	3459
4936	2	851
4937	2	4868
4938	2	39
4939	3	7144
4940	1	2507
4941	2	975
4942	1	8274
4942	1	8276
4943	2	8055
4944	2	4234
4945	3	8075
4946	2	2690
4947	2	8010
4948	3	672
4949	3	4144
4950	3	1118
4951	1	3770
4952	1	5188
4953	3	7318
4954	2	424
4955	1	2323
4956	1	1084
4957	2	4962
4958	1	1199
4959	2	775
4960	2	8311
4961	3	571
4962	1	1376
4963	2	40
4964	2	744
4965	2	524
4966	3	6959
4967	4	6167
4968	1	5659
4969	2	8271
4970	2	8219
4971	1	2324
4972	2	4728
4973	1	3450
4974	1	7768
4975	4	8318
4976	3	7219
4977	2	762
4978	2	336
4979	2	4455
4980	2	1200
4981	4	5186
4982	1	4800
4983	2	534
4984	1	2110
4985	2	4131
4986	1	3546
4987	1	3444
4988	2	4044
4989	1	2943
4990	1	5770
4991	3	6940
4992	3	460
4993	3	142
4994	3	4348
4995	3	5240
4996	4	7354
4997	3	1308
4998	1	2775
4999	3	4104
5000	2	4264
5001	1	2316
5002	2	858
5003	3	186
5004	2	280
5005	2	5532
5006	2	6284
5007	3	2506
5008	2	395
5009	3	396
5010	4	6515
5011	3	798
5012	4	5636
5013	2	323
5014	1	4268
5015	4	7903
5016	2	331
5017	3	599
5018	2	2486
5019	1	2814
5020	3	972
5021	2	768
5022	3	319
5023	3	591
5024	3	68
5025	3	192
5026	4	6708
5027	3	726
5028	4	5864
5029	2	1255
5030	1	2098
5031	1	1527
5032	1	1535
5033	3	130
5034	3	450
5035	1	4323
5036	2	168
5036	2	282
5037	1	4626
5038	3	7843
5039	3	1115
5040	3	4352
5041	4	7182
5042	1	4110
5043	1	2199
5044	1	6288
5045	3	4128
5046	2	1220
5047	1	1824
5048	2	2180
5049	3	6096
5050	2	672
5051	2	8032
5052	1	4103
5053	3	6154
5054	2	32
5055	2	4890
5056	3	1256
5057	3	418
5058	3	52
5059	4	6455
5060	2	3474
5061	2	6142
5062	3	6816
5063	3	771
5064	3	1208
5065	3	419
5066	3	648
5067	3	8360
5068	3	6199
5069	2	6688
5070	3	6676
5071	2	656
5072	2	3912
5073	2	8211
5074	2	374
5075	2	726
5076	3	439
5077	1	3918
5078	2	888
5079	1	1391
5080	3	7743
5081	1	2914
5082	3	1783
5083	3	231
5084	1	4876
5085	2	6812
5086	1	6804
5087	2	1438
5088	3	8303
5089	3	916
5090	2	3015
5091	3	8180
5092	3	6163
5093	2	834
5094	3	8095
5095	2	302
5096	3	856
5097	3	4464
5098	1	5099
5099	3	555
5100	2	446
5101	3	739
5102	3	915
5103	2	7826
5104	2	8184
5105	3	8311
5106	3	5596
5107	1	4150
5108	3	6710
5109	2	7320
5110	3	784
5111	4	5127
5112	2	4696
5113	3	643
5114	3	1383
5115	3	563
5116	1	2582
5117	4	7842
5118	2	2691
5119	2	1638
5120	1	3251
5121	1	1304
5122	3	1546
5123	3	4296
5124	1	4414
5125	2	1479
5126	3	3512
5127	1	5726
5128	3	8316
5129	2	1634
5130	2	6982
5131	3	3420
5132	3	7994
5133	2	7324
5134	2	2576
5135	3	5652
5136	3	6792
5137	1	2304
5138	3	520
5139	3	1039
5140	2	8043
5141	3	4480
5142	2	375
5143	2	276
5144	1	5590
5145	2	1203
5146	1	5284
5147	3	3192
5148	2	5752
5149	4	5787
5150	3	1150
5151	3	2838
5152	2	8214
5153	1	3188
5154	1	4040
5155	2	5804
5156	3	1072
5157	3	187
5158	4	7628
5159	1	7080
5160	1	4538
5161	3	387
5162	2	4787
5163	2	920
5164	3	87
5165	3	258
5166	4	7852
5167	3	8314
5168	3	832
5169	3	1684
5170	2	7904
5171	2	850
5172	1	4224
5173	1	2075
5174	2	1316
5175	3	7952
5176	2	6823
5177	3	6516
5178	1	8266
5179	1	1980
5180	1	4479
5181	2	60
5182	3	5535
5183	2	703
5184	2	6406
5185	3	1136
5186	2	600
5187	1	1612
5188	1	2106
5189	3	6938
5190	2	328
5191	1	1795
5192	2	5156
5193	2	2623
5194	3	43
5195	3	4810
5196	3	8176
5197	2	1327
5198	2	6474
5199	3	5727
5200	2	5386
5201	3	7736
5202	5	4970
5203	3	6724
5204	1	6795
5205	3	51
5206	1	2911
5207	3	623
5208	2	43
5209	4	7731
5210	2	3696
5211	3	1120
5212	3	5612
5213	3	8200
5214	1	5392
5215	2	8252
5216	2	1692
5217	1	3991
5218	3	70
5219	2	2654
5220	3	3508
5221	2	162
5222	3	7264
5223	2	48
5224	3	146
5225	2	71
5226	2	2571
5227	2	1146
5228	1	4703
5229	3	6404
5230	3	90
5231	2	959
5232	3	831
5233	2	1058
5234	3	690
5235	2	5060
5236	3	868
5237	3	7750
5238	2	5922
5239	3	1003
5240	2	654
5241	3	342
5242	2	2627
5243	1	3372
5244	3	1263
5245	1	1242
5246	1	1912
5247	2	935
5248	5	6410
5249	1	1695
5250	2	2523
5251	3	5815
5252	2	676
5253	1	8270
5254	3	738
5255	3	3740
5256	2	3019
5257	1	4279
5258	2	146
5259	1	4086
5260	3	2591
5261	3	3343
5262	3	695
5263	1	1654
5264	1	2291
5265	3	260
5266	1	3982
5267	3	2872
5268	2	5551
5269	3	3944
5270	3	4255
5271	3	7271
5272	3	134
5273	1	6024
5274	3	7671
5275	3	7255
5276	3	1126
5277	2	8076
5278	4	8103
5279	2	5535
5280	2	720
5281	3	594
5282	3	483
5283	3	1814
5284	2	7268
5285	2	6892
5286	3	4052
5287	3	740
5288	3	4735
5289	2	3996
5290	3	1523
5291	4	6570
5292	2	1144
5293	3	936
5294	2	403
5295	2	7008
5296	2	8180
5297	3	1331
5298	3	24
5299	1	3494
5300	1	6302
5301	2	1198
5302	3	4603
5303	2	4480
5304	3	8027
5305	1	4610
5306	3	744
5307	2	599
