Scan_Number_Start	Scan_Number_End	Charge	Quality_Score	Precursor_MZ	BPI
67829	67829	2	1	1520.2137	0
67829	67829	3	1	1520.2136	0
67830	67830	2	1	1520.2137	0
67830	67830	3	1	1520.2136	0
67832	67832	2	1	1131.0361	0
67833	67833	2	1	1131.0361	0
67834	67834	2	1	1417.7854	0
67834	67834	3	1	1417.7854	0
67835	67835	2	1	437.2166	0
67835	67835	3	1	437.2166	0
67836	67836	2	1	437.2166	0
67836	67836	3	1	437.2166	0
67837	67837	2	1	1014.2625	0
67837	67837	3	1	1014.2624	0
67838	67838	2	1	1092.2148	0
67838	67838	3	1	1092.2148	0
67839	67839	2	1	1092.2148	0
67839	67839	3	1	1092.2148	0
67840	67840	2	1	1432.3862	0
67840	67840	3	1	1432.3862	0
67841	67841	2	1	1432.3862	0
67841	67841	3	1	1432.3862	0
67843	67843	3	1	762.8217	0
67844	67844	3	1	762.8217	0
67845	67845	2	1	1159.2247	0
67846	67846	2	1	1159.2247	0
67848	67848	2	1	1356.7219	0
67848	67848	3	1	1356.7219	0
67849	67849	2	1	1356.7219	0
67849	67849	3	1	1356.7219	0
67850	67850	2	1	1158.7208	0
67850	67850	3	1	1158.7208	0
67851	67851	2	1	1158.7208	0
67851	67851	3	1	1158.7208	0
67852	67852	2	1	1462.5143	0
67852	67852	3	1	1462.5143	0
67853	67853	2	1	1180.0107	0
67853	67853	3	1	1180.0107	0
67855	67855	2	1	511.4745	0
67856	67856	2	1	511.4745	0
67857	67857	2	1	1499.73	0
67857	67857	3	1	1499.73	0
67858	67858	2	1	1227.7573	0
67858	67858	3	1	1227.7573	0
67861	67861	2	1	1227.7573	0
67861	67861	3	1	1227.7573	0
67862	67862	3	1	736.1658	0
67863	67863	3	1	736.1658	0
67864	67864	2	1	1468.8885	0
67864	67864	3	1	1468.8884	0
67865	67865	2	1	1468.8885	0
67865	67865	3	1	1468.8884	0
67867	67867	2	1	839.1447	0
67868	67868	2	1	839.1447	0
67869	67869	2	1	959.136	0
67869	67869	3	1	959.136	0
67870	67870	2	1	959.136	0
67870	67870	3	1	959.136	0
67872	67872	2	1	720.3424	0
67872	67872	3	1	720.3424	0
67873	67873	2	1	720.3424	0
67873	67873	3	1	720.3424	0
67874	67874	2	1	1468.4789	0
67874	67874	3	1	1468.4788	0
67875	67875	2	1	784.155	0
67875	67875	3	1	784.155	0
67877	67877	2	1	784.155	0
67877	67877	3	1	784.155	0
67879	67879	2	1	1166.729	0
67880	67880	2	1	1166.729	0
67882	67882	3	1	754.3609	0
67883	67883	3	1	754.3609	0
67884	67884	2	1	1077.8004	0
67884	67884	3	1	1077.8004	0
67885	67885	2	1	1077.8004	0
67885	67885	3	1	1077.8004	0
67886	67886	2	1	1134.7653	0
67886	67886	3	1	1134.7653	0
67887	67887	2	1	1134.7653	0
67887	67887	3	1	1134.7653	0
67888	67888	2	1	1295.6233	0
67888	67888	3	1	1295.6233	0
67889	67889	2	1	1295.6233	0
67889	67889	3	1	1295.6233	0
67891	67891	2	1	880.4152	0
67892	67892	2	1	1161.2319	0
67893	67893	2	1	1161.2319	0
67894	67894	2	1	1235.3105	0
67894	67894	3	1	1235.3105	0
67895	67895	2	1	1235.3105	0
67895	67895	3	1	1235.3105	0
67896	67896	2	1	1193.7286	0
67896	67896	3	1	1193.7285	0
67898	67898	2	1	1155.2308	0
67898	67898	3	1	1155.2307	0
67899	67899	2	1	1155.2308	0
67899	67899	3	1	1155.2307	0
67900	67900	2	1	922.1354	0
67900	67900	3	1	922.1354	0
67901	67901	2	1	922.1354	0
67901	67901	3	1	922.1354	0
67902	67902	2	1	1146.9811	0
67902	67902	3	1	1146.9811	0
67903	67903	2	1	1146.9811	0
67903	67903	3	1	1146.9811	0
67904	67904	2	1	1186.2648	0
67904	67904	3	1	1186.2648	0
67905	67905	2	1	1186.2648	0
67905	67905	3	1	1186.2648	0
67906	67906	2	1	1174.2234	0
67907	67907	2	1	1174.2234	0
67909	67909	2	1	1198.1703	0
67909	67909	3	1	1198.1702	0
67910	67910	2	1	1198.1703	0
67910	67910	3	1	1198.1702	0
67913	67913	2	1	1071.2097	0
67913	67913	3	1	1071.2097	0
67914	67914	2	1	1163.2115	0
67914	67914	3	1	1163.2114	0
67916	67916	2	1	1163.2115	0
67916	67916	3	1	1163.2114	0
67918	67918	2	1	1122.8677	0
67918	67918	3	1	1122.8677	0
67919	67919	2	1	1122.8677	0
67919	67919	3	1	1122.8677	0
67920	67920	2	1	1416.0122	0
67920	67920	3	1	1416.0122	0
67921	67921	2	1	1416.0122	0
67921	67921	3	1	1416.0122	0
67923	67923	2	1	1388.084	0
67923	67923	3	1	1388.084	0
67924	67924	2	1	1388.084	0
67924	67924	3	1	1388.084	0
67926	67926	2	1	880.4158	0
67927	67927	2	1	880.4158	0
67928	67928	2	1	880.4158	0
67929	67929	2	1	704.1887	0
67929	67929	3	1	704.1887	0
67930	67930	2	1	704.1887	0
67930	67930	3	1	704.1887	0
67931	67931	3	1	768.1534	0
67932	67932	3	1	768.1534	0
67933	67933	2	1	848.3344	0
67933	67933	3	1	848.3344	0
67935	67935	3	1	915.7883	0
67936	67936	3	1	915.7883	0
67937	67937	3	1	915.7883	0
67939	67939	2	1	1143.7283	0
67940	67940	2	1	1143.7283	0
67942	67942	2	1	1409.8113	0
67942	67942	3	1	1409.8112	0
67943	67943	2	1	1409.8113	0
67943	67943	3	1	1409.8112	0
67945	67945	3	1	786.1243	0
67946	67946	3	1	786.1243	0
67947	67947	2	1	1012.7557	0
67947	67947	3	1	1012.7557	0
67948	67948	2	1	1055.2322	0
67948	67948	3	1	1055.2321	0
67949	67949	2	1	1449.9828	0
67949	67949	3	1	1449.9829	0
67950	67950	2	1	1449.9828	0
67950	67950	3	1	1449.9829	0
67952	67952	2	1	1346.0917	0
67952	67952	3	1	1346.0916	0
67953	67953	2	1	970.4978	0
67953	67953	3	1	970.4977	0
67954	67954	2	1	934.0895	0
67954	67954	3	1	934.0895	0
67955	67955	2	1	934.0895	0
67955	67955	3	1	934.0895	0
67956	67956	2	1	960.9547	0
67956	67956	3	1	960.9547	0
67957	67957	2	1	960.9547	0
67957	67957	3	1	960.9547	0
67958	67958	2	1	1050.8015	0
67958	67958	3	1	1050.8015	0
67959	67959	2	1	1050.8015	0
67959	67959	3	1	1050.8015	0
67962	67962	2	1	1422.193	0
67962	67962	3	1	1422.193	0
67963	67963	2	1	1422.193	0
67963	67963	3	1	1422.193	0
67964	67964	2	1	1296.2363	0
67964	67964	3	1	1296.2363	0
67965	67965	2	1	1296.2363	0
67965	67965	3	1	1296.2363	0
67966	67966	2	1	1167.233	0
67967	67967	2	1	1167.233	0
67970	67970	3	1	884.8492	0
67971	67971	3	1	884.8492	0
67972	67972	2	1	1375.7388	0
67972	67972	3	1	1375.7388	0
67973	67973	2	1	1174.738	0
67974	67974	2	1	1174.738	0
67975	67975	2	1	1094.6854	0
67976	67976	2	1	1094.6854	0
67977	67977	2	1	820.2006	0
67977	67977	3	1	820.2006	0
67978	67978	2	1	820.2006	0
67978	67978	3	1	820.2006	0
67980	67980	2	1	782.1633	0
67980	67980	3	1	782.1633	0
67981	67981	2	1	782.1633	0
67981	67981	3	1	782.1633	0
67982	67982	2	1	1204.3024	0
67982	67982	3	1	1204.3024	0
67983	67983	2	1	1204.3024	0
67983	67983	3	1	1204.3024	0
67984	67984	2	1	1065.3436	0
67984	67984	3	1	1065.3436	0
67985	67985	2	1	1065.3436	0
67985	67985	3	1	1065.3436	0
67987	67987	2	1	834.8589	0
67987	67987	3	1	834.8589	0
67988	67988	2	1	834.8589	0
67988	67988	3	1	834.8589	0
67991	67991	2	1	1179.2589	0
67991	67991	3	1	1179.2589	0
67992	67992	2	1	1179.2589	0
67992	67992	3	1	1179.2589	0
67993	67993	2	1	1486.7087	0
67993	67993	3	1	1486.7086	0
67994	67994	2	1	1319.7255	0
67994	67994	3	1	1319.7255	0
67995	67995	2	1	1319.7255	0
67995	67995	3	1	1319.7255	0
67996	67996	2	1	625.3005	0
67997	67997	2	1	625.3005	0
67998	67998	2	1	1314.786	0
67998	67998	3	1	1314.786	0
67999	67999	2	1	1314.786	0
67999	67999	3	1	1314.786	0
68001	68001	1	1	804.5325	0
68002	68002	1	1	804.5325	0
68003	68003	2	1	1036.5967	0
68003	68003	3	1	1036.5967	0
68004	68004	2	1	1036.5967	0
68004	68004	3	1	1036.5967	0
68006	68006	2	1	976.6339	0
68006	68006	3	1	976.6339	0
68007	68007	2	1	976.6339	0
68007	68007	3	1	976.6339	0
68008	68008	2	1	1103.7466	0
68009	68009	2	1	1103.7466	0
68010	68010	2	1	872.5435	0
68010	68010	3	1	872.5434	0
68011	68011	2	1	872.5435	0
68011	68011	3	1	872.5434	0
68012	68012	2	1	882.5441	0
68012	68012	3	1	882.5441	0
68013	68013	2	1	882.5441	0
68013	68013	3	1	882.5441	0
68015	68015	2	1	1151.7268	0
68016	68016	2	1	1151.7268	0
68018	68018	2	1	889.4401	0
68019	68019	2	1	889.4401	0
68020	68020	2	1	489.955	0
68020	68020	3	1	489.955	0
68021	68021	2	1	489.955	0
68021	68021	3	1	489.955	0
68022	68022	2	1	677.0085	0
68022	68022	3	1	677.0085	0
68023	68023	2	1	677.0085	0
68023	68023	3	1	677.0085	0
68024	68024	2	1	785.7872	0
68024	68024	3	1	785.7872	0
68025	68025	2	1	785.7872	0
68025	68025	3	1	785.7872	0
68026	68026	2	1	1507.8296	0
68026	68026	3	1	1507.8296	0
68027	68027	2	1	1507.8296	0
68027	68027	3	1	1507.8296	0
68028	68028	2	1	783.4913	0
68028	68028	3	1	783.4913	0
68029	68029	2	1	783.4913	0
68029	68029	3	1	783.4913	0
68030	68030	2	1	1187.7502	0
68030	68030	3	1	1187.7502	0
68031	68031	2	1	1036.5959	0
68031	68031	3	1	1036.5959	0
68032	68032	2	1	1036.5959	0
68032	68032	3	1	1036.5959	0
68035	68035	3	1	867.2105	0
68036	68036	3	1	867.2105	0
68037	68037	2	1	1160.2292	0
68038	68038	2	1	1160.2292	0
68040	68040	2	1	1130.1564	0
68040	68040	3	1	1130.1564	0
68041	68041	2	1	1218.6283	0
68041	68041	3	1	1218.6283	0
68043	68043	1	1	725.1682	0
68044	68044	1	1	725.1682	0
68045	68045	2	1	1187.5802	0
68045	68045	3	1	1187.5802	0
68046	68046	2	1	1187.5802	0
68046	68046	3	1	1187.5802	0
68047	68047	2	1	1221.2808	0
68047	68047	3	1	1221.2808	0
68048	68048	2	1	1221.2808	0
68048	68048	3	1	1221.2808	0
68049	68049	2	1	786.1244	0
68049	68049	3	1	786.1244	0
68050	68050	2	1	786.1244	0
68050	68050	3	1	786.1244	0
68051	68051	2	1	1504.9794	0
68051	68051	3	1	1504.9795	0
68052	68052	2	1	1504.9794	0
68052	68052	3	1	1504.9795	0
68053	68053	2	1	439.8447	0
68053	68053	3	1	439.8447	0
68054	68054	2	1	439.8447	0
68054	68054	3	1	439.8447	0
68056	68056	2	1	1319.579	0
68056	68056	3	1	1319.5789	0
68057	68057	2	1	1319.579	0
68057	68057	3	1	1319.5789	0
68058	68058	2	1	1419.5854	0
68058	68058	3	1	1419.5854	0
68059	68059	2	1	1419.5854	0
68059	68059	3	1	1419.5854	0
68061	68061	2	1	1500.6232	0
68061	68061	3	1	1500.6232	0
68062	68062	2	1	1464.0469	0
68062	68062	3	1	1464.0469	0
68064	68064	2	1	951.273	0
68064	68064	3	1	951.273	0
68066	68066	2	1	1077.7867	0
68066	68066	3	1	1077.7866	0
68067	68067	2	1	1077.7867	0
68067	68067	3	1	1077.7866	0
68068	68068	2	1	1128.2604	0
68068	68068	3	1	1128.2603	0
68069	68069	2	1	1128.2604	0
68069	68069	3	1	1128.2603	0
68070	68070	2	1	1089.3801	0
68070	68070	3	1	1089.3801	0
68071	68071	2	1	1089.3801	0
68071	68071	3	1	1089.3801	0
68073	68073	3	1	921.4637	0
68074	68074	3	1	921.4637	0
68075	68075	2	1	1414.7932	0
68075	68075	3	1	1414.7932	0
68077	68077	2	1	1211.0524	0
68077	68077	3	1	1211.0524	0
68078	68078	2	1	1211.0524	0
68078	68078	3	1	1211.0524	0
68079	68079	2	1	1243.6383	0
68079	68079	3	1	1243.6383	0
68080	68080	2	1	1243.6383	0
68080	68080	3	1	1243.6383	0
68081	68081	2	1	1318.2417	0
68081	68081	3	1	1318.2417	0
68082	68082	2	1	1318.2417	0
68082	68082	3	1	1318.2417	0
68085	68085	2	1	929.9116	0
68085	68085	3	1	929.9116	0
68086	68086	2	1	929.9116	0
68086	68086	3	1	929.9116	0
68087	68087	2	1	929.9116	0
68087	68087	3	1	929.9116	0
68088	68088	2	1	1094.687	0
68089	68089	2	1	1094.687	0
68091	68091	2	1	471.2656	0
68091	68091	3	1	471.2656	0
68092	68092	2	1	471.2656	0
68092	68092	3	1	471.2656	0
68094	68094	2	1	1174.2263	0
68094	68094	3	1	1174.2263	0
68095	68095	2	1	1174.2263	0
68095	68095	3	1	1174.2263	0
68097	68097	4	1	1164.7062	0
68098	68098	2	1	439.1972	0
68098	68098	3	1	439.1972	0
68099	68099	2	1	439.1972	0
68099	68099	3	1	439.1972	0
68100	68100	2	1	1340.7611	0
68100	68100	3	1	1340.7611	0
68101	68101	2	1	1340.7611	0
68101	68101	3	1	1340.7611	0
68103	68103	2	1	1170.8312	0
68103	68103	3	1	1170.8312	0
68104	68104	2	1	1170.8312	0
68104	68104	3	1	1170.8312	0
68105	68105	2	1	982.1402	0
68105	68105	3	1	982.1402	0
68106	68106	2	1	982.1402	0
68106	68106	3	1	982.1402	0
68107	68107	2	1	948.9101	0
68107	68107	3	1	948.9101	0
68108	68108	2	1	948.9101	0
68108	68108	3	1	948.9101	0
68109	68109	2	1	1312.1246	0
68109	68109	3	1	1312.1245	0
68110	68110	2	1	1434.02	0
68110	68110	3	1	1434.02	0
68113	68113	2	1	935.2462	0
68113	68113	3	1	935.2462	0
68114	68114	2	1	935.2462	0
68114	68114	3	1	935.2462	0
68115	68115	2	1	735.4971	0
68115	68115	3	1	735.4971	0
68116	68116	2	1	735.4971	0
68116	68116	3	1	735.4971	0
68118	68118	3	1	832.0575	0
68119	68119	3	1	832.0575	0
68120	68120	2	1	1455.0952	0
68120	68120	3	1	1455.0952	0
68121	68121	2	1	1455.0952	0
68121	68121	3	1	1455.0952	0
68123	68123	2	1	888.8281	0
68123	68123	3	1	888.8281	0
68124	68124	2	1	888.8281	0
68124	68124	3	1	888.8281	0
68125	68125	2	1	1167.2252	0
68126	68126	2	1	1167.2252	0
68129	68129	2	1	1393.4143	0
68129	68129	3	1	1393.4142	0
68130	68130	2	1	1393.4143	0
68130	68130	3	1	1393.4142	0
68132	68132	2	1	1367.1522	0
68132	68132	3	1	1367.1521	0
68133	68133	2	1	1367.1522	0
68133	68133	3	1	1367.1521	0
68135	68135	2	1	998.9576	0
68135	68135	3	1	998.9576	0
68136	68136	2	1	998.9576	0
68136	68136	3	1	998.9576	0
68137	68137	2	1	1425.0851	0
68137	68137	3	1	1425.0851	0
68138	68138	2	1	1229.7119	0
68138	68138	3	1	1229.7119	0
68141	68141	2	1	1229.7119	0
68141	68141	3	1	1229.7119	0
68143	68143	2	1	1118.7273	0
68144	68144	2	1	1118.7273	0
68146	68146	2	1	818.2162	0
68146	68146	3	1	818.2162	0
68147	68147	2	1	818.2162	0
68147	68147	3	1	818.2162	0
68148	68148	2	1	780.7964	0
68148	68148	3	1	780.7964	0
68149	68149	2	1	780.7964	0
68149	68149	3	1	780.7964	0
68150	68150	3	1	464.8102	0
68151	68151	3	1	464.8102	0
68152	68152	2	1	836.9079	0
68152	68152	3	1	836.9079	0
68153	68153	2	1	836.9079	0
68153	68153	3	1	836.9079	0
68154	68154	2	1	1300.3126	0
68155	68155	2	1	1300.3126	0
68158	68158	2	1	848.21	0
68158	68158	3	1	848.21	0
68159	68159	2	1	848.21	0
68159	68159	3	1	848.21	0
68160	68160	2	1	1146.7362	0
68160	68160	3	1	1146.7362	0
68161	68161	2	1	1146.7362	0
68161	68161	3	1	1146.7362	0
68162	68162	2	1	1118.7274	0
68163	68163	2	1	1118.7274	0
68165	68165	2	1	1448.2654	0
68165	68165	3	1	1448.2653	0
68167	68167	2	1	1126.7477	0
68168	68168	2	1	1126.7477	0
68170	68170	2	1	929.5746	0
68170	68170	3	1	929.5746	0
68171	68171	2	1	929.5746	0
68171	68171	3	1	929.5746	0
68172	68172	2	1	1197.3237	0
68172	68172	3	1	1197.3237	0
68173	68173	2	1	1197.3237	0
68173	68173	3	1	1197.3237	0
68175	68175	2	1	1367.0524	0
68175	68175	3	1	1367.0524	0
68176	68176	2	1	1052.1622	0
68176	68176	3	1	1052.1622	0
68178	68178	2	1	1356.4615	0
68178	68178	3	1	1356.4614	0
68179	68179	2	1	1356.4615	0
68179	68179	3	1	1356.4614	0
68181	68181	2	1	1304.7952	0
68181	68181	3	1	1304.7952	0
68182	68182	2	1	1304.7952	0
68182	68182	3	1	1304.7952	0
68184	68184	2	1	988.7591	0
68184	68184	3	1	988.7591	0
68186	68186	2	1	1190.0265	0
68186	68186	3	1	1190.0265	0
68187	68187	2	1	1190.0265	0
68187	68187	3	1	1190.0265	0
68189	68189	2	1	1184.7229	0
68189	68189	3	1	1184.7229	0
68190	68190	2	1	1264.696	0
68190	68190	3	1	1264.696	0
68191	68191	2	1	1264.696	0
68191	68191	3	1	1264.696	0
68193	68193	2	1	751.4995	0
68193	68193	3	1	751.4994	0
68194	68194	2	1	751.4995	0
68194	68194	3	1	751.4994	0
68195	68195	2	1	935.3591	0
68195	68195	3	1	935.3591	0
68196	68196	2	1	935.3591	0
68196	68196	3	1	935.3591	0
68197	68197	2	1	1135.2416	0
68197	68197	3	1	1135.2416	0
68198	68198	2	1	1135.2416	0
68198	68198	3	1	1135.2416	0
68200	68200	2	1	980.7103	0
68200	68200	3	1	980.7103	0
68201	68201	2	1	980.7103	0
68201	68201	3	1	980.7103	0
68202	68202	2	1	1134.7405	0
68203	68203	3	1	1015.7513	0
68204	68204	2	1	948.657	0
68204	68204	3	1	948.657	0
68205	68205	2	1	892.2324	0
68205	68205	3	1	892.2324	0
68206	68206	2	1	892.2324	0
68206	68206	3	1	892.2324	0
68207	68207	1	1	404.2294	0
68208	68208	1	1	404.2294	0
68209	68209	2	1	1406.3636	0
68209	68209	3	1	1406.3635	0
68211	68211	2	1	909.132	0
68211	68211	3	1	909.132	0
68212	68212	2	1	909.132	0
68212	68212	3	1	909.132	0
68213	68213	2	1	1323.8025	0
68213	68213	3	1	1323.8025	0
68214	68214	2	1	1323.8025	0
68214	68214	3	1	1323.8025	0
68216	68216	2	1	1522.1072	0
68216	68216	3	1	1522.1071	0
68218	68218	2	1	1131.6086	0
68218	68218	3	1	1131.6086	0
68219	68219	2	1	1195.7134	0
68219	68219	3	1	1195.7134	0
68220	68220	2	1	1195.7134	0
68220	68220	3	1	1195.7134	0
68221	68221	2	1	1059.7502	0
68221	68221	3	1	1059.7502	0
68222	68222	2	1	1059.7502	0
68222	68222	3	1	1059.7502	0
68223	68223	2	1	882.8799	0
68223	68223	3	1	882.8799	0
68224	68224	2	1	882.8799	0
68224	68224	3	1	882.8799	0
68226	68226	3	1	762.8201	0
68227	68227	3	1	762.8201	0
68228	68228	2	1	712.859	0
68228	68228	3	1	712.859	0
68229	68229	2	1	712.859	0
68229	68229	3	1	712.859	0
68230	68230	2	1	1343.8154	0
68230	68230	3	1	1343.8154	0
68231	68231	2	1	1343.8154	0
68231	68231	3	1	1343.8154	0
68233	68233	2	1	1253.197	0
68233	68233	3	1	1253.197	0
68234	68234	3	1	915.7877	0
68235	68235	3	1	915.7877	0
68236	68236	2	1	1158.519	0
68236	68236	3	1	1158.519	0
68237	68237	2	1	955.4116	0
68237	68237	3	1	955.4116	0
68239	68239	2	1	781.4673	0
68239	68239	3	1	781.4673	0
68240	68240	2	1	781.4673	0
68240	68240	3	1	781.4673	0
68241	68241	2	1	1362.2213	0
68241	68241	3	1	1362.2213	0
68242	68242	2	1	1362.2213	0
68242	68242	3	1	1362.2213	0
68244	68244	2	1	1425.173	0
68244	68244	3	1	1425.1729	0
68245	68245	2	1	1425.173	0
68245	68245	3	1	1425.1729	0
68246	68246	2	1	1183.7552	0
68246	68246	3	1	1183.7551	0
68247	68247	2	1	1183.7552	0
68247	68247	3	1	1183.7551	0
68248	68248	2	1	1310.4775	0
68248	68248	3	1	1310.4775	0
68250	68250	2	1	1095.1866	0
68251	68251	2	1	1095.1866	0
68252	68252	2	1	1368.7424	0
68252	68252	3	1	1368.7424	0
68253	68253	2	1	1368.7424	0
68253	68253	3	1	1368.7424	0
68255	68255	2	1	1133.9226	0
68255	68255	3	1	1133.9226	0
68256	68256	2	1	1133.9226	0
68256	68256	3	1	1133.9226	0
68258	68258	2	1	986.8323	0
68258	68258	3	1	986.8323	0
68259	68259	2	1	986.8323	0
68259	68259	3	1	986.8323	0
68260	68260	1	1	741.1985	0
68262	68262	2	1	1359.3459	0
68262	68262	3	1	1359.3459	0
68263	68263	1	1	437.2174	0
68264	68264	1	1	437.2174	0
68265	68265	2	1	1163.7438	0
68265	68265	3	1	1163.7437	0
68266	68266	2	1	1163.7438	0
68266	68266	3	1	1163.7437	0
68267	68267	2	1	1375.0643	0
68267	68267	3	1	1375.0642	0
68270	68270	2	1	839.6455	0
68270	68270	3	1	839.6454	0
68271	68271	2	1	839.6455	0
68271	68271	3	1	839.6454	0
68272	68272	2	1	1408.8026	0
68272	68272	3	1	1408.8025	0
68273	68273	2	1	1408.8026	0
68273	68273	3	1	1408.8025	0
68274	68274	2	1	1389.0553	0
68274	68274	3	1	1389.0553	0
68275	68275	2	1	772.0375	0
68275	68275	3	1	772.0375	0
68277	68277	2	1	772.0375	0
68277	68277	3	1	772.0375	0
68279	68279	2	1	1173.3169	0
68279	68279	3	1	1173.3169	0
68280	68280	2	1	1173.3169	0
68280	68280	3	1	1173.3169	0
68281	68281	2	1	958.2514	0
68281	68281	3	1	958.2514	0
68283	68283	3	1	921.4754	0
68284	68284	3	1	921.4754	0
68285	68285	2	1	999.0107	0
68285	68285	3	1	999.0107	0
68286	68286	2	1	999.0107	0
68286	68286	3	1	999.0107	0
68287	68287	2	1	1202.2422	0
68287	68287	3	1	1202.2422	0
68288	68288	2	1	1202.2422	0
68288	68288	3	1	1202.2422	0
68289	68289	2	1	1485.8491	0
68289	68289	3	1	1485.8491	0
68290	68290	2	1	749.3591	0
68290	68290	3	1	749.3591	0
68291	68291	2	1	749.3591	0
68291	68291	3	1	749.3591	0
68292	68292	2	1	1160.7356	0
68293	68293	2	1	1160.7356	0
68294	68294	2	1	1284.0696	0
68294	68294	3	1	1284.0695	0
68295	68295	2	1	973.6089	0
68295	68295	3	1	973.6089	0
68296	68296	2	1	1126.7441	0
68297	68297	2	1	1126.7441	0
68298	68298	2	1	1242.3188	0
68298	68298	3	1	1242.3188	0
68299	68299	2	1	1242.3188	0
68299	68299	3	1	1242.3188	0
68302	68302	2	1	1434.1656	0
68302	68302	3	1	1434.1656	0
68303	68303	2	1	1323.8231	0
68303	68303	3	1	1323.8231	0
68304	68304	2	1	1323.8231	0
68304	68304	3	1	1323.8231	0
68305	68305	2	1	1198.2252	0
68305	68305	3	1	1198.2252	0
68306	68306	2	1	1198.2252	0
68306	68306	3	1	1198.2252	0
68307	68307	2	1	709.7518	0
68307	68307	3	1	709.7518	0
68308	68308	2	1	709.7518	0
68308	68308	3	1	709.7518	0
68310	68310	2	1	1162.2307	0
68310	68310	3	1	1162.2307	0
68311	68311	2	1	1162.2307	0
68311	68311	3	1	1162.2307	0
68312	68312	2	1	1354.7402	0
68312	68312	3	1	1354.7402	0
68313	68313	2	1	1354.7402	0
68313	68313	3	1	1354.7402	0
68314	68314	2	1	1459.168	0
68314	68314	3	1	1459.168	0
68315	68315	2	1	1459.168	0
68315	68315	3	1	1459.168	0
68317	68317	3	1	768.1535	0
68318	68318	3	1	768.1535	0
68319	68319	2	1	872.8895	0
68319	68319	3	1	872.8895	0
68320	68320	2	1	872.8895	0
68320	68320	3	1	872.8895	0
68321	68321	2	1	1215.2755	0
68321	68321	3	1	1215.2754	0
68322	68322	2	1	1215.2755	0
68322	68322	3	1	1215.2754	0
68323	68323	2	1	1113.251	0
68323	68323	3	1	1113.251	0
68324	68324	2	1	1113.251	0
68324	68324	3	1	1113.251	0
68325	68325	2	1	1388.5686	0
68325	68325	3	1	1388.5686	0
68326	68326	2	1	1043.2551	0
68326	68326	3	1	1043.2551	0
68327	68327	2	1	1043.2551	0
68327	68327	3	1	1043.2551	0
68328	68328	2	1	1170.6852	0
68328	68328	3	1	1170.6851	0
68329	68329	2	1	1170.6852	0
68329	68329	3	1	1170.6851	0
68331	68331	3	1	921.4781	0
68332	68332	3	1	921.4781	0
68333	68333	2	1	1211.5317	0
68333	68333	3	1	1211.5317	0
68334	68334	2	1	1160.2303	0
68335	68335	2	1	1160.2303	0
68336	68336	2	1	1058.4442	0
68336	68336	3	1	1058.4442	0
68337	68337	2	1	1058.4442	0
68337	68337	3	1	1058.4442	0
68338	68338	2	1	1143.7283	0
68339	68339	2	1	1143.7283	0
68341	68341	2	1	1181.9247	0
68341	68341	3	1	1181.9247	0
68342	68342	2	1	1181.9247	0
68342	68342	3	1	1181.9247	0
68343	68343	2	1	1294.1489	0
68343	68343	3	1	1294.1489	0
68344	68344	2	1	1321.4017	0
68344	68344	3	1	1321.4016	0
68346	68346	2	1	1139.0614	0
68346	68346	3	1	1139.0614	0
68347	68347	2	1	1139.0614	0
68347	68347	3	1	1139.0614	0
68348	68348	2	1	1425.2328	0
68348	68348	3	1	1425.2329	0
68349	68349	2	1	1425.2328	0
68349	68349	3	1	1425.2329	0
68351	68351	2	1	955.507	0
68351	68351	3	1	955.507	0
68352	68352	2	1	955.507	0
68352	68352	3	1	955.507	0
68353	68353	2	1	955.507	0
68353	68353	3	1	955.507	0
68354	68354	2	1	584.2984	0
68355	68355	2	1	584.2984	0
68356	68356	2	1	1189.0552	0
68356	68356	3	1	1189.0552	0
68358	68358	2	1	1118.7244	0
68359	68359	2	1	1118.7244	0
68361	68361	2	1	1311.3295	0
68361	68361	3	1	1311.3295	0
68362	68362	2	1	1311.3295	0
68362	68362	3	1	1311.3295	0
68364	68364	2	1	964.4699	0
68364	68364	3	1	964.4699	0
68365	68365	2	1	964.4699	0
68365	68365	3	1	964.4699	0
68367	68367	3	1	884.8461	0
68368	68368	3	1	884.8461	0
68369	68369	2	1	1226.3292	0
68369	68369	3	1	1226.3292	0
68372	68372	2	1	1320.1285	0
68372	68372	3	1	1320.1284	0
68373	68373	2	1	1320.1285	0
68373	68373	3	1	1320.1284	0
68374	68374	2	1	1131.3945	0
68374	68374	3	1	1131.3945	0
68375	68375	2	1	1266.7206	0
68375	68375	3	1	1266.7205	0
68376	68376	2	1	1266.7206	0
68376	68376	3	1	1266.7205	0
68378	68378	2	1	1345.7582	0
68378	68378	3	1	1345.7581	0
68379	68379	2	1	1345.7582	0
68379	68379	3	1	1345.7581	0
68380	68380	2	1	1126.75	0
68381	68381	2	1	1126.75	0
68383	68383	2	1	1166.7295	0
68384	68384	2	1	1166.7295	0
68386	68386	3	1	978.4715	0
68387	68387	3	1	978.4715	0
68388	68388	3	1	978.4715	0
68389	68389	2	1	1135.2478	0
68390	68390	2	1	1135.2478	0
68392	68392	2	1	1468.5297	0
68392	68392	3	1	1468.5298	0
68393	68393	5	1	891.4257	0
68395	68395	2	1	946.3298	0
68395	68395	3	1	946.3298	0
68396	68396	2	1	946.3298	0
68396	68396	3	1	946.3298	0
68398	68398	2	1	1351.787	0
68398	68398	3	1	1351.787	0
68399	68399	2	1	1351.787	0
68399	68399	3	1	1351.787	0
68400	68400	2	1	713.0266	0
